Number of hit	Text ID	Context before	Query item	Context after
5285	9869087	. The proposed studies are of high reward because the	novel	information gained will positively impact the investigation , diagnosis ,
5286	9869157	the etiology of these disorders . I will use my	novel	human cilia isolation protocol and state - of - the-
5287	9869161	subgroups in ARDS may facilitate a precision medicine approach for	novel	ARDS therapy . The receptor for advanced glycation endproducts (
5288	9886091	acyclic building blocks for synthesis , b) the development of	novel	nickel - and copper-catalysis for asymmetric alkylation and acylation processes
5289	9886091	and acylation processes , c ) the development of these	novel	methods specifically for the preparation of all - carbon quaternary
5290	9886091	this approach , we will have access to a )	novel	, medicinally relevant structures , b ) a general platform
5291	9886092	cholesterol shapes and dysregulates innate immunity in NASH and identify	novel	treatments . Project Summary Advances in synthetic biology have accelerated
5292	9885765	this proposal is focused on the further development of a	novel	directed evolution method known as Compartmentalized Self-Replication ( CSR )
5293	9885765	To achieve this goal , we propose to develop a	novel	library construction method that most efficiently brings together sequence and
5294	9888859	/ or disease severity , as it can help identify	novel	therapeutic targets . In this regard , disruption of epithelial
5295	9888132	activation of oncogenic pathways . To translate these efforts into	novel	clinical paradigms , we are using a novel class of
5296	9888132	efforts into novel clinical paradigms , we are using a	novel	class of agents that target circadian clock function . These
5297	9888132	therapeutic paradigm , we will interrogate the preclinical utility of	novel	targeted therapies that disrupt the circadian rhythm oscillatory loop that
5298	9887053	. Consequently , there is an urgent need to develop	novel	interventions to treat metastatic PC . Lipid signaling and metabolism
5299	9887053	major goal of this proposal is to develop and optimize	novel	potent and selective FABP5 inhibitors . The proposed multidisciplinary project
5300	9887053	candidate inhibitors in mouse models of PC , including a	novel	genetically engineered mouse model of androgen - dependent and castration
5301	9886627	gap in user experience . It is rooted on three	novel	ideas . First , instead of indiscriminately magnifying the screen
5302	9886627	learn and recall . Third , it will incorporate a	novel	keyboardless gesture - based text entry and editing technique to
5303	9884425	circuit output . We will use transgenic mouse models and	novel	viral vectors to manipulate CaV2 subtypes at the calyx during
5304	9887557	cell is highly dynamic . This proposal aims to develop	novel	methods to determine ? molecular movies ? of membrane proteins
5305	9777769	creating more effective drugs . NanoDe is founded on a	novel	platform RNA delivery technology termed Nanopieces TM , a novel
5306	9777769	novel platform RNA delivery technology termed Nanopieces TM , a	novel	biomimetic nanomaterial derived from a small molecule JBAK , Janus
5307	9976741	) via shear wave elastography , overuse factors via a	novel	estimate of lifetime shoulder exposure , and the severity of
5308	9970928	and fallopian tubes . There is a critical need for	novel	methods to prevent ovarian cancer without the negative consequences of
5309	9970874	with alternative CFTR restoration agents such as cysteamine or our	novel	autophagy stimulator , AR - 13 . The central hypothesis
5310	9970874	ROS production ; 3 ) Determine the extent to which	novel	therapeutic approaches alter the M? NOX / autophagy axis .
5311	9970874	understanding of how CF macrophage function is regulated would allow	novel	antibiotic - and CFTR mutation - agnostic treatment approaches to
5312	9971314	circuit function and motor deficits , in order to develop	novel	therapeutic strategies for treating PD motor symptoms . A major
5313	9971319	derivatives of 11 ?- OHAD . This suggests either a	novel	host enzyme , or a gut microbial enzyme responsible for
5314	9975333	substrate underlying NPSs of AD , and therefore , inspire	novel	treatments . PROJECT SUMMARY / ABSTRACT Lewy body dementia (
5315	9975341	Quantitative and qualitative results will be integrated , producing a	novel	PICU - specific conceptual model of referral communication and its
5316	9975386	and UQ to tailor and examine the feasibility of a	novel	adaption of CarFreeMe in the U.S to assist persons with
5317	9976302	behaviors and dependence that will help in the development of	novel	interventions to reduce morbidity and mortality caused by tobacco use
5318	9976306	S. aureus thwart PMN will provide a framework for creating	novel	interventions to improve human health . Project Summary Joint damage
5319	9976229	were very successful with over 50 peer-reviewed publications and many	novel	discoveries . In the 2nd cycle we focused mainly on
5320	9976232	the etiology underlying Mn-related NDDs , which could lead to	novel	approaches for developing therapeutic strategies . PROJECT SUMMARY / ABSTRACT
5321	9970790	propose a pilot clinical trial to refine and test a	novel	approach for detecting patients with undiagnosed Alzheimer 's disease or
5322	9970790	risk of having undiagnosed dementia . It will use a	novel	EHR - based tool and patient - centered outreach processes
5323	9970820	the genome . In the second Aim we will identify	novel	pathways that the TRs employ , independent of NCoR1 /
5324	9970934	downstream effectors of CDK8 in Drosophila . We have established	novel	and robust wing phenotypes caused by specific alterations of CDK8
5325	9970883	expanded the availability of colonoscopy . We now propose a	novel	intervention guided by evidence learned from our previous studies and
5326	9975495	the high potential clinical impact of the tests , the	novel	application of digital microfluidic technology for whole blood testing near
5327	9975324	ill-defined . In this proposal , we put forward a	novel	hypothesis that an astrocytic protein Peroxiredoxin ( PRDX ) 6
5328	9975324	that upregulation of PRDX6 attenuates A ? pathology implies a	novel	disease modifying strategy for AD . Aim 1 of this
5329	9975330	one of such common mechanisms . This proposal employs a	novel	cellular model that enables the expression of aggregation prone proteins
5330	9970806	, this application ? s main objective is to identify	novel	genes and genetic factors involved in AD . The proposed
5331	9970822	- cis-RAL in the RPE have added a new and	novel	physiological element to our understanding of the cellular pathways capable
5332	9970910	study is to tackle this barrier by examining whether a	novel	bone balance index ( BBI ) that combines individual bone
5333	9970649	( MRS scanning ) , platelet signature ( as a	novel	biomarker and biosensor ) , and cognitive behavior . Finally
5334	9971089	genetic tools to accomplish these studies . We expect that	novel	insights and targets for therapeutic intervention will come from the
5335	9970740	have now identified lysophosphatidic acid ( LPA ) as a	novel	stimulator of FGF23 synthesis and found that it acts through
5336	9970740	) . In this proposal , we will investigate this	novel	paradigm of FGF23 synthesis in osteocytes . Aim 1 will
5337	9976012	would likely destabilize the genome . Our studies will provide	novel	information about the aging process , information that will enhance
5338	9970886	new therapeutic targets is exceedingly important . We propose a	novel	common mechanism whereby DKD and CVD are accelerated by APOC3
5339	9970888	addition , we will perform a proteomic screen using a	novel	proximity labeling method to identify additional factors derived from tumors
5340	9970888	that affect wasting . Altogether , our studies will reveal	novel	cell autonomous and non-autonomous molecular mechanisms involved in the regulation
5341	9970892	- ing distributed computing resources . Recently , we developed	novel	algorithms for accelerating stochastic simu - lations , a toolbox
5342	9970916	. To this end , Dr. Kalish has identified a	novel	activity - dependent post- translational switch on a histone lysine
5343	9970916	in activity - dependent transcription and alternative splicing using a	novel	SETD2 phospho-mutant mouse . This research has significance , as
5344	9971148	; and neuroimaging exams including high resolution structural imaging and	novel	arterial spin labeling ( ASL ) MRI protocols that estimate
5345	9971152	. It follows that interventions that target aging will provide	novel	therapeutic avenues for distinct diseases including ADRDs . We have
5346	9970951	. Investigation of these methods to exploit miRNA addiction with	novel	oligomers targeted to the acidic microenvironment will inform the development
5347	9970667	The goal of these studies is to identify new and	novel	genetic and pharmacological geroprotectors that can be translated for use
5348	9977009	Crane , a cancer immunotherapy researcher , has developed a	novel	and flexible system to create genetically engineered macrophages ( GEMs
5349	9977009	, intravenous or pulmonary delivery of GEMs may be a	novel	, versatile therapeutic strategy against lung infections . The central
5350	9977009	thailandensis or K. pneumoniae . This innovative project tests two	novel	and potentially synergistic therapies for resistant yet distinct pathogens causing
5351	9970856	such as high - grade gliomas as well as highlight	novel	therapeutic targets for aggressive disease . Chronic liver diseases are
5352	9970712	, the data indicate that hepatic chromosomal diversity represents a	novel	form of liver heterogeneity . The central hypothesis tested is
5353	9970712	errors and aneuploidy by proliferating hepatocytes . Experiments using a	novel	cell polarity deficiency model will test whether polarity disruptions promote
5354	9975395	development and progression is unknown . We recently discovered a	novel	suppressive mechanism that human Treg cells can induce responder na
5355	9975395	urgently needed , which could lead to the development of	novel	and effective therapeutic strategies . The central hypotheses of this
5356	9975395	AD pathologic processes and progression , which will provide a	novel	strategy for AD prevention and immunotherapy . Specific Aim 1
5357	9975395	complementary in vivo studies to test our hypothesis and the	novel	concept that reversal of T cell senescence through the inhibition
5358	9975395	. A positive outcome of these studies should lead to	novel	strategies for molecular control of T cell fate and function
5359	9971106	provide an entirely new direction towards the future development of	novel	therapeutics . Project Description and Summary The vascularization of engineered
5360	9971160	current trends by designing , developing and rigorously testing a	novel	nanoparticle for MR - guided radiation therapy . Our supporting
5361	9970972	perceptual measures of VQ , and 3 ) development of	novel	ratio-level scales ideal for clinical use as diagnostic and outcome
5362	9970981	. The goal of the current proposal is to develop	novel	treatments for necrotizing enterocolitis ( NEC ) , the leading
5363	9970981	activating agent , ? J11 ? , may represent a	novel	NEC prevention and treatment strategy . We will test these
5364	9970981	in mice and piglets . These studies promise to offer	novel	therapeutic approaches for children with NEC , based upon enteric
5365	9970866	unfavorable state . Addressing these gaps in knowledge will provide	novel	information as to potential new windows for intervention as well
5366	9970872	proposed research is inno - vative because it defines a	novel	5 - HT circuitry mechanism of seizure - induced sudden
5367	9975356	help gain a basic understanding of AD pathogenesis from a	novel	metabolism - centric perspective but also suggest lipid signaling based
5368	9975575	. Successful completion of the proposed experiments will establish the	novel	concept that macrophage PIT formation is a virulence strategy of
5369	9975609	( NAD ) metabolism experts , to capitalize on recent	novel	findings to advance CD38 inhibition as a therapeutic paradigm in
5370	9975609	anti-CD38 monoclonal Abs are unsuitable for SSc , necessitating a	novel	approach . Teneobio developed a platform based on ( i
5371	9975609	a single viable drug candidate . These studies will provide	novel	and clinically relevant knowledge of fibrosis and critical pre-clinical data
5372	9976866	, but will also establish that NM dysfunction as a	novel	mechanism in PD etiology . To our knowledge , this
5373	9971302	a new Ifnb knockin reporter mouse to enable screens for	novel	regulators of the type I IFN response . We will
5374	9971302	uncover fundamental new insights into ADAR1 biology and will identify	novel	targets that can be manipulated for therapeutic benefit , with
5375	9970979	monkey samples . We will also test previously identified and	novel	monoclonal antibodies for NK cell ADCC function and dissect the
5376	9971052	same individual . The work then seeks to use the	novel	imaging approach to measure neurodegeneration in individuals with early stages
5377	9971054	and reversibly block VGSC currents when maximally stimulated . This	novel	, dynamic signaling pathway is positioned to substantially modulate neuronal
5378	9971054	Our rationale is that the identification and characterization of a	novel	and prevalent receptor ( s ) and downstream pathway will
5379	9976158	of mitochondrial uptake of A? peptides , and thus provide	novel	models to screen molecules that are capable of disrupting the
5380	9976246	CNS catheter infection , to facilitate the future identification of	novel	therapeutic targets to limit neurologic damage in pediatric patients .
5381	9976247	decline with aging and prodromal AD , by applying a	novel	ML framework to multiple dimensions of data ( demographics ,
5382	9976825	the understanding of the afferent pathways mediating heartburn to enable	novel	strategies to relieve acid suppression - resistant pain . We
5383	9976825	acid suppression - resistant pain . We will address our	novel	hypothesis that heartburn is mediated by a relatively unstudied nociceptor
5384	9976825	DRG nociceptors ) . In Aim 1 ( discovery of	novel	target ) we will determine which vagal afferent nerve subtype
5385	9976825	AAV - vectors . In Aim 2 ( validation of	novel	target ) we will begin to evaluate the role of
5386	9970725	neural processes influence school readiness will enable the identification of	novel	strategies to prevent behavioral and academic problems . Guided by
5387	9976034	however , accurate localization of specific symptoms may allow for	novel	individualized therapies . To investigate the common symptom of poor
5388	9975358	relevant GBM epigenetic assay , and through application of a	novel	device ? CryoCore Gun ? to sample tumor heterogeneity ,
5389	9976126	reduce the number of patients prescribed opioids , and identify	novel	therapeutic targets . This study is designed to test the
5390	9976347	, we will use molecular and structural characteristics to define	novel	subtypes . Features associated with cell types ( e.g. existence
5391	9976832	The consequence of this unmet need is that development of	novel	treatments to improve seizure control in epilepsy will likely remain
5392	9976832	framework for the continued development and clinical translation of a	novel	evidence - based therapeutic intervention to help treat seizures in
5393	9976832	research is significant because it holds the promise of a	novel	therapeutic approach to repair barrier dysfunction that has translational potential
5394	9976872	urban communities to participate in home - based studies using	novel	mHealth devices . The multidisciplinary team will : 1 )
5395	9976877	experimental therapeutics , with a focus on the development of	novel	therapeutic strategies for CRC , dependent on the status of
5396	9971237	toxicity driver or its damaging consequences . The identification of	novel	targets , implicated by the natural variation in biological processes
5397	9970786	are unique and did not include norepinephrine . Instead a	novel	metabolite found to be produced in significantly more abundance when
5398	9970615	is characterized by reduced FA oxidation , we propose the	novel	overall hypothesis : EP3 is increased during cardiac injury and
5399	9971133	adductomic approaches to interrogate air pollution exposures . Using a	novel	adductomic method , in participants recruited from Qidong over three
5400	9971134	findings will generate new scientific knowledge about the effectiveness of	novel	, easy - to-use , independently performed interventions that can
5401	9971165	Under the parent grant , we developed and published a	novel	hybrid supervised / unsupervised machine learning method to characterize biologically
5402	9958755	the applicant 's opinion , because it focuses on a	novel	approach to developing shared therapies for overlapping groups of rare
5403	9958877	plaque . In this project , we will develop a	novel	3D carotid QSM pulse sequence with efficient conic k-space sampling
5404	9958594	animal models of AAA and potentially be translated into a	novel	therapeutic tool for the treatment of AAA , a disease
5405	9895351	or in combination with THC , is fundamental to developing	novel	cannabinoid - based therapeutics to treat pain . In addition
5406	9895351	priority by investigating terpenes as a safe , well tolerated	novel	pharmacotherapeutic strategy to manage pain . This is an urgent
5407	9888845	pCEP will selectively trap primary target cells from blood via	novel	microscale vortices and efficiently co-deliver therapeutic genes and gene editing
5408	9885918	We propose to address this critical gap by developing a	novel	ensemble model framework for exposure assessment in air pollution health
5409	9885918	estimates to the public and regulatory agencies . The proposed	novel	paradigm to assess air pollution exposures in health studies will
5410	9884895	role of extracellular mitochondrial DNA ( mtDNA ) as a	novel	link between maternal vascular dysfunction and placental ischemia , common
5411	9884902	between genetic variants in the etiology of DCM and identify	novel	drug target for polygenic DCM treatment . In Aim 1
5412	9884902	as drug targets in polygenic DCM iPSC -CMs . This	novel	technique provides a unique and cost -efficient way to systemically
5413	9884902	the genetic and molecular basis of polygenic DCM and discover	novel	drug targets for patient -specific therapeutics . Abstract Chronic pain
5414	9879306	/ M phase and cellular senescence . We identified the	novel	involvement of CYP1 B1 , the key estrogen - metabolizing
5415	9882693	This proposal for a P50 Alcohol Research Center presents a	novel	and highly integrated overall design to focus on both gene
5416	9882693	approach continues to be innovative and significant due to three	novel	features : 1 ) A focus on gene networks contributing
5417	9882693	will renew their overall strategy of current projects but with	novel	areas of investigation . Two projects will be in human
5418	9869560	objective of this proposal is to design and test a	novel	intervention that will educate HHAs about HF and provide them
5419	9869393	successful infection may provide clues that can be applied to	novel	therapeutic interventions for this prolific pathogen . Project Summary :
5420	9882792	as a whole , will be to mechanistically link emerging	novel	molecular targets identified by whole - genome approaches ( ATAC
5421	9883610	has enabled an innovative family - based approach to identifying	novel	disease - susceptibility loci . To date , we have
5422	9883610	PCa . We will use an innovative approach to identify	novel	PCa - associated HDR defects based on familial inheritance and
5423	9885452	transcriptomic , risk factor , and death data to identify	novel	lung cancer subgroups associated with disease survival . The strengths
5424	9885048	will define new drug targets and assist the development of	novel	drugs to manage T. gondii infection . Our previous studies
5425	9885051	, and other cancers . The proposed procedure utilizes several	novel	tools : ( a ) MRI sequences that map the
5426	9885051	providing refined remnant tumor maps ; ( b ) a	novel	active - obturator MRI coil which is placed in the
5427	9885941	in turn , increases the responsiveness of the circuit to	novel	/ stressful stimuli , manifested as exaggerated fear reaction /
5428	9888082	We have developed an automated abdominal binder that uses a	novel	technological approach to overcome the limitations of current drug therapy
5429	9888082	to foster the efforts currently under way to develop a	novel	therapy for nOH targeting splanchnic capacitance . Glaucoma is a
5430	9887870	and also have neuroprotective effects . We have synthesized a	novel	bi-functional hybrid compound SA - 2 with NO donor and
5431	9887870	a major impact in the field with implications for developing	novel	non- prostaglandin therapeutics that have both IOP lowering and neuroprotective
5432	9887251	interacts with hyper - phosphorylated NSP5 . We elucidated a	novel	phosphorylation - dependent mechanism for VI formation , in which
5433	9887414	sense residual muscle activity , rather than electromyography . This	novel	approach can better distinguish between different functional compartments in the
5434	9887017	PI ?s laboratory during the prior funding period revealed the	novel	finding that the acute environmental stimulus of sleep deprivation rapidly
5435	9884664	establishment of portal inflammation and fibrosis . To demonstrate this	novel	hypothesis , we will investigate in specific aim 1 the
5436	9884512	increased risk of cardiovascular mortality and that may lead to	novel	approaches to treat this aspect of hyperlipidemia . Cardinal symptoms
5437	9884568	DDE in humans are unclear . We therefore propose a	novel	study design for investigating mechanisms of DDE metabolic effects in
5438	9884568	AT and in the adipocyte cell line , using a	novel	latent variable modeling framework , to identify subgroups of adolescents
5439	9884370	this proposal will evaluate the validity and reliability of a	novel	, portable , non-immersive , virtual - reality paradigm ,
5440	9884372	level . This insight is foundational to the development of	novel	therapies to treat deafness . During the 09/01/2014-08/31/2019 grant period
5441	9884372	aims : ? Specific Aim 1 : We will identify	novel	deafness - associated genes Hypothesis : By leveraging whole genome
5442	9884372	selected cohorts , we will optimize our ability to identify	novel	deafness - associated genes . The role of these genes
5443	9884371	that milk hormone and cytokine concentrations , as well as	novel	milk metabolomic signatures , significantly vary with maternal body weight
5444	9887811	. Our genetic , biochemical and structural studies identified two	novel	modifications of GAC glycans : glycerol phosphate modification of GAC
5445	9864299	. The primary objective of this proposal is to develop	novel	mechanism - driven Virtual Adverse Outcome Pathway ( vAOP )
5446	9864299	testing . To this end , our project will generate	novel	predictive models for hepatotoxicity by applying 1 ) a virtual
5447	9864299	term testing information , obtained from both computational predictions using	novel	machine learning approaches and in vitro experiments , for target
5448	9887350	earliest forms of human AD . We will use this	novel	tool to study the consequences tau pathology in the LC
5449	9886997	initiation processes . This research will not only define the	novel	mechanistic roles of both Snail and PD - L1 in
5450	9886310	that inhibit Dyrk1a offer a promising new therapeutic approach through	novel	simultaneous modulation of tau , amyloid , and neuroinflammatory pathways
5451	9886482	A multidisciplinary team adds rigor to our work by applying	novel	concepts and techniques to the study of sPTB . These
5452	9974150	reaction discovery and synthetic innovation , we recently developed a	novel	catalytic approach that exploits the unique redox features of Ti
5453	9973317	study is to develop , test , integrate and evaluate	novel	image - processing and deep - learning algorithms that will
5454	9973317	to improve on identification of MS based proteomics data using	novel	and scalable algorithms . The objective of this proposal is
5455	9973317	. The proximate expected outcome of this work is a	novel	set of deep - learning and image - processing tools
5456	9973629	cancers . Our recent studies demonstrate that Trop2 is a	novel	promising therapeutic target for aggressive prostate cancer due to its
5457	9974270	. Our extensive preliminary work reflecting collaborative expertise on a	novel	imaging and biological framework , coupled with intensive experience linking
5458	9966523	that contributes to aging and adiposity . We identified a	novel	, triply - phosphorylated form of S6 K1 ( we
5459	9966523	activation site . Multi-site phosphorylated S6 K1 directs phosphorylation of	novel	targets , including the dual function tRNA synthetase , Glu
5460	9966523	1 , protects against biological aging . Importantly , these	novel	, age-related targets of S6K1 * also are implicated in
5461	9955899	drug trials , it is of great interest to identify	novel	, causal , and targetable risk factors for AD .
5462	9955899	large - scale AD GWAS conducted by consortia to identify	novel	metabolomic risk factors for AD . The overarching goal of
5463	9955899	AD outcomes . Innovations in analytic methods will manifest in	novel	statistical approaches to conduct metabolome - wide association studies using
5464	9966115	propose an innovative multidisciplinary discovery - driven approach to identify	novel	targets for therapeutic intervention to treat these chronic pain conditions
5465	9966115	significantly advance understanding of chronic overlapping pain conditions and identify	novel	treatment targets . PROJECT SUMMARY / ABSTRACT : Pancreatic ductal
5466	9966117	. Hence , there is a desperate need to develop	novel	therapeutic approaches that both reduce the PDAC tumor burden and
5467	9966117	shown that Urolithin A ( Uro A ) , a	novel	natural dietary microflora - derived metabolite , mediates its anti-tumor
5468	9965287	G protein signaling system . Understanding this plasticity will reveal	novel	ways to regulate G signaling in humans . Predictive Models
5469	9965292	The PI proposes a high -impact research project to develop	novel	predictive models to predict boundaries of topologically associated domains in
5470	9973394	allosteric modulators ( PAMs ) of ?7 nACh Rs are	novel	and promising therapeutic tools that can potentiate ? 7 currents
5471	9973604	of gastrectomy . Per-oral pyloromyotomy ( POP ) is a	novel	endoscopic surgery that has shown promising utility for the management
5472	9973809	implant performance . To test this hypothesis , first ,	novel	image processing and patient - specific anatomical models , which
5473	9973817	mechanisms . The information obtained from the proposal will provide	novel	insights into the reproducibility issues in biomedical studies caused by
5474	9956124	These proof-of- principle studies will lay the foundation for developing	novel	molecular tools to further investigate cellular dysfunction and lead to
5475	10049297	this proposal , we will extend this work with the	novel	concept that measurement of delirium severity should be distinct among
5476	9955994	this increase in imaging bandwidth by combining 1 ) a	novel	camera bank system that uses 16 cameras rather than 1
5477	9966588	required for TGF -ﬂ-mediated regulation of Papss2 transcription defining a	novel	signaling pathway for TGF - ﬂ in cartilage . We
5478	9966588	mechanism whereby TGF - ﬂ regulates Papss2 expression through a	novel	Sox9 - dependent mechanism . Detailed molecular information about the
5479	9965086	propose to employ rational drug design to synthesize ~ 50	novel	rexinoids ( 1 - 21 and 52 - 80 in
5480	9965086	profiles will then be scaled up for testing in a	novel	mouse model of CTCL versus bexarotene and a vehicle control
5481	9965086	of biological assays to amplify our successful strategy of creating	novel	rexinoid pharmacotherapies suitable for clinical translation . Abstract Chronic hepatitis
5482	9974204	Alzheimer ?s Disease - related neurodegeneration , and illuminate the	novel	strategy of directly targeting the circadian clock for neuroprotection .
5483	9973284	will further uncover whether LIMK2 levels can serve as a	novel	predictive marker for determining the efficacy of CRPC therapy .
5484	9973283	be critical in extracellular matrix homeostasis and osteogenesis . One	novel	aspect is that miR29b - 1 - 5 p is
5485	9973283	molecular level on BMSC osteogenic function . We will test	novel	methods to reduce expression of these molecules , including inhibiting
5486	9973283	BMSC miRNA and Hdac systems with the goal of identifying	novel	targets for reducing , or reversing , age -related bone
5487	9973375	be detected by MRI . This proposal aims to establish	novel	closed - loop methods based on spectrally resolved passive acoustic
5488	9973391	FA that are turning over . Our experimental approaches combine	novel	ecto-tagged integrins and matrix constructs with new cleavable Halo dyes
5489	9973396	year . In the end , our endeavors will create	novel	approaches to measuring and modeling behavioral processes related to high-risk
5490	9974251	. This research is significant since it will lead to	novel	therapies for a significant number of melanoma patients for whom
5491	9974251	. The proposed research is innovative because it tests a	novel	hypothesis why treatment of mutations such as KIT have limited
5492	9974252	exhaustion ; and in Aim 3 , we will use	novel	proteomic strategies to identify NFAT - interacting proteins that cooperate
5493	9973527	- term graft outcomes . In this proposal , a	novel	hypothesis that rescue macula densa NOS1 expression by renal alkalization
5494	9973527	. The findings of the present proposal will provide a	novel	strategy with potential translational significance that could be applied to
5495	9973816	we initiated a genome - wide approach to search for	novel	HSE - causing genes by a combination of genome -
5496	9973816	. This led to the discovery of 1 ) a	novel	genetic etiology of forebrain HSE , SNORA31 mutations , and
5497	9973816	impair cell - intrinsic immunity to HSV - 1 by	novel	mechanisms , independent of TLR3 . No genetic etiology has
5498	9973816	WGS ) , and RNA -seq , to search for	novel	genetic etiologies of HSE . We will analyze the NGS
5499	9973816	heterogeneity ( different pathways involved ) , making use of	novel	computational approaches . We will analyze the function of mutant
5500	9973816	- necroptosis pathway ) , and TMEFF1 ( defining a	novel	pathway ) . Our research will decipher the pathogenesis of
5501	9973815	PP to facilitate DNA synthesis . We will address this	novel	conformational switch mechanism using a combination of biochemistry , cyroEM
5502	9973815	for several repair proteins . We have also uncovered a	novel	and conserved interaction between Rad51 the telomere protein Pot1 ,
5503	9973815	interaction between Rad51 the telomere protein Pot1 , which suggests	novel	, telomere - specific regulatory mechanisms . Hence in these
5504	9973914	teacher and parent support ) that could be targeted by	novel	interventions . This work is guided by the following aims
5505	9973443	neuronal insult . Thus , the proposed research examines a	novel	non-conducting function of Kv2.1 that 1 ) is central to
5506	9973452	peroxide ( H2 O2 ) steady - state . This	novel	non-canonical function of Sod2 as a H2 O2 regulator results
5507	9973452	Sod2 during anchorage - independence , which points to a	novel	pro-survival role for SIRT3 during ovarian cancer spread . Thus
5508	9973452	long - term goal of targeting key metastatic adaptations for	novel	therapies against ovarian cancer . Contact PD / PI :
5509	9978161	evaluation to ? develop , demonstrate , and disseminate ?	novel	research tools across the network . Glossary ACRP Association of
5510	9966242	and senescence on neuromuscular mechanisms and in its implementation of	novel	high - throughput proteomic and metabolomic approaches to examine laryngeal
5511	9966242	in that we propose highly translational research while developing both	novel	research methodology and technology . Project Summary In response to
5512	9966330	that findings will contribute to the development and testing of	novel	inter - ventions aimed at increasing HHC access and utilization
5513	9971166	In the proposed project , we will explore and evaluate	novel	approaches to using process and patient real - time data
5514	9952345	year in the US ) , Omniox has developed a	novel	oxygen carrier protein , OMX , which is engineered to
5515	9975413	data on Fathers for Change ( F4C ) , a	novel	intervention for fathers with histories of perpetrating intimate partner violence
5516	9970683	The rationale for our proposal is that SASH1 is a	novel	and not well characterized gene involved in MC / McSC
5517	9970690	these findings , we hypothesize that ILCk and ILTCk are	novel	lineages of cytotoxic lymphocytes , and they function as sentinels
5518	9970690	and ILTCk , but also guide the targeting of this	novel	cancer immunosurveillance pathway for therapy of a wide range of
5519	9970901	thereby demonstrating the potential utility of systems geroscience to identify	novel	combinatorial treatment strategies to treat or prevent AD . Program
5520	9971254	and greatly simplify TB drug trials , as well as	novel	drug targets to improve outcomes and shorten therapy . These
5521	9971259	regulating HSPC engraftment , adhesion , and migration through a	novel	mDia2-MAL-SRF -LFA1 / Mac1 pathway . Third , based on
5522	9971259	understanding of these processes may lead to the identification of	novel	targets for therapeutic strategies in hematopoietic stem cell transplantation .
5523	9971260	abnormalities in ipRGC function and abnormal melatonin physiology . The	novel	hypothesis we propose to test is that ipRGC dysfunction associated
5524	9970839	identified lysyl oxidase like 2 ( LOXL2 ) as a	novel	protein that mediates vascular stiffening . Our hypothesis , strongly
5525	9970839	cells to mouse models of aging . We have generated	novel	reagents , mouse models , and assembled a strong ,
5526	9970839	lay the scientific foundation for the discovery and development of	novel	and effective therapies for the clinical management of vascular stiffening
5527	9974212	. Thus , an urgent unmet need exists to elucidate	novel	mechanisms of chronic inflammation in athersclerosis . The long -
5528	9973513	is to develop a drug delivery system capable of stabilizing	novel	therapeutic agents in the maternal circulation while protecting them from
5529	9973513	highly inflammatory environment in the mother . We have developed	novel	agents targeting each of these pathways , a supplementary VEGF
5530	9973513	toward translation , assess their safety and efficacy in a	novel	non-human primate model of gestational hypertension , the African Green
5531	9974001	Preg rats . These new findings led us to the	novel	hypothesis that disruption of VD / VC MMP balance is
5532	9974006	of patients with stroke , we examine predictions of a	novel	theory that can account for many findings relating to the
5533	9974170	to each symptom are unclear . Our proposal addresses the	novel	hypothesis that alteration of FAM57B function is associated with autism
5534	9975722	functional approaches are also taken by several groups to discover	novel	therapeutic targets using well characterized cultured cell lines , mosaic
5535	9966675	. Our long - term goal is to develop a	novel	non-operative treatment for carpal tunnel syndrome by enzymatically degrading the
5536	9966675	exploring the possibility of collagenolysis of the TCL as a	novel	non-operative treatment for CTS . The knowledge obtained from this
5537	9966675	, tapping into the potential of collagenase injection as a	novel	non-operative treatment for CTS . Project Summary During this program
5538	9966059	and efficient microsatellite assessments and diagnostic / prognostic utilization through	novel	but simplistic methodology and technological developments . ß Project Summary
5539	9965263	the pharmacological and in vivo studies are poised to deliver	novel	discoveries about DSF as an adjunct therapy for treating infections
5540	9973836	neurodegeneration . In summary , the proposed research will identify	novel	epigenetic mechanisms of region - specific microglia specification and the
5541	9973836	distinct states of microglia activity will facilitate the development of	novel	therapeutic approaches for the prevention and / or attenuation of
5542	9973837	previously unidentified regulation of the epitranscriptome that may be a	novel	shared oncogenic mechanism in AML and other cancers . The
5543	9974384	. The retails surveys over the study period will capture	novel	data on packaged , unpackaged , and informal restaurant /
5544	9973292	is not always successful . This project will test the	novel	hypothesis that AF is sustained by localized rotational and focal
5545	9973292	will establish a deeper understanding of AF and might reveal	novel	mechanisms of AF maintenance . Our results can be translated
5546	9973517	cardiac ablation procedures . The objective is to develop a	novel	robotic manipulator , a steerable ICE catheter , and machine
5547	9973597	based methods such as RNA sequencing or proteomics can identify	novel	, disease - associated analytes , but require destructive tissue
5548	9895142	Alzheimer 's pathologies that may reveal effective treatment windows and	novel	avenues for therapeutic interventions for human disease . The overall
5549	9901968	Furthermore , our study will explore whether LT stimulates a	novel	subtype of retinal ganglion cells which are central to the
5550	9894660	. Thus , important advances in the basic biology and	novel	therapeutic approaches towards HIV - associated chronic immune activation are
5551	9894677	of up to 70 amino acids in length comprised of	novel	?- ribbon ?stalk ? and disulfide bonded ?knob ? mini
